gene,DEMO_CELL_001,DEMO_CELL_002,DEMO_CELL_003,DEMO_CELL_004,DEMO_CELL_005,DEMO_CELL_006,DEMO_CELL_007,DEMO_CELL_008,DEMO_CELL_009,DEMO_CELL_010,DEMO_CELL_011,DEMO_CELL_012,DEMO_CELL_013,DEMO_CELL_014,DEMO_CELL_015,DEMO_CELL_016,DEMO_CELL_017,DEMO_CELL_018,DEMO_CELL_019,DEMO_CELL_020,DEMO_CELL_021,DEMO_CELL_022,DEMO_CELL_023,DEMO_CELL_024,DEMO_CELL_025,DEMO_CELL_026,DEMO_CELL_027,DEMO_CELL_028,DEMO_CELL_029,DEMO_CELL_030,DEMO_CELL_031,DEMO_CELL_032,DEMO_CELL_033,DEMO_CELL_034,DEMO_CELL_035,DEMO_CELL_036,DEMO_CELL_037,DEMO_CELL_038,DEMO_CELL_039,DEMO_CELL_040,DEMO_CELL_041,DEMO_CELL_042,DEMO_CELL_043,DEMO_CELL_044,DEMO_CELL_045,DEMO_CELL_046,DEMO_CELL_047,DEMO_CELL_048,DEMO_CELL_049,DEMO_CELL_050,DEMO_CELL_051,DEMO_CELL_052,DEMO_CELL_053,DEMO_CELL_054,DEMO_CELL_055,DEMO_CELL_056,DEMO_CELL_057,DEMO_CELL_058,DEMO_CELL_059,DEMO_CELL_060,DEMO_CELL_061,DEMO_CELL_062,DEMO_CELL_063,DEMO_CELL_064,DEMO_CELL_065,DEMO_CELL_066,DEMO_CELL_067,DEMO_CELL_068,DEMO_CELL_069,DEMO_CELL_070,DEMO_CELL_071,DEMO_CELL_072,DEMO_CELL_073,DEMO_CELL_074,DEMO_CELL_075,DEMO_CELL_076,DEMO_CELL_077,DEMO_CELL_078,DEMO_CELL_079,DEMO_CELL_080,DEMO_CELL_081,DEMO_CELL_082,DEMO_CELL_083,DEMO_CELL_084,DEMO_CELL_085,DEMO_CELL_086,DEMO_CELL_087,DEMO_CELL_088,DEMO_CELL_089,DEMO_CELL_090,DEMO_CELL_091,DEMO_CELL_092,DEMO_CELL_093,DEMO_CELL_094,DEMO_CELL_095,DEMO_CELL_096,DEMO_CELL_097,DEMO_CELL_098,DEMO_CELL_099,DEMO_CELL_100,DEMO_CELL_101,DEMO_CELL_102,DEMO_CELL_103,DEMO_CELL_104,DEMO_CELL_105,DEMO_CELL_106,DEMO_CELL_107,DEMO_CELL_108,DEMO_CELL_109,DEMO_CELL_110,DEMO_CELL_111,DEMO_CELL_112,DEMO_CELL_113,DEMO_CELL_114,DEMO_CELL_115,DEMO_CELL_116,DEMO_CELL_117,DEMO_CELL_118,DEMO_CELL_119,DEMO_CELL_120
SIMGENE0346,1,18,11,10,3,12,8,5,5,21,4,10,11,12,4,3,12,5,5,3,6,5,10,2,8,3,4,12,6,4,14,3,8,3,6,5,1,5,15,2,17,8,6,16,4,10,18,4,16,1,7,1,8,2,9,4,4,35,4,4,3,9,3,4,5,15,4,13,7,2,1,5,4,11,7,7,4,5,6,1,1,8,11,1,15,27,3,7,2,8,9,17,30,6,11,13,9,23,10,6,3,1,3,1,3,3,9,1,5,8,11,13,4,5,2,14,4,9,5,1
SIMGENE0347,3,24,22,6,11,22,12,19,7,6,9,16,10,15,6,24,23,17,5,26,10,15,12,2,10,13,6,16,13,22,5,14,10,5,8,6,3,14,4,2,13,11,8,2,1,6,2,12,10,9,14,5,39,4,5,5,4,23,10,13,9,3,7,4,6,4,11,2,30,17,8,10,20,6,17,6,17,5,2,5,4,6,9,9,2,10,17,10,1,7,7,6,2,5,11,5,12,10,6,20,15,5,10,10,9,2,17,30,13,8,9,16,12,3,28,28,14,12,9,14
SIMGENE0348,3,6,7,5,0,3,7,6,15,25,3,10,5,2,12,7,2,1,9,9,7,5,10,9,15,8,4,4,2,9,10,3,7,9,19,7,6,2,6,6,12,6,2,11,4,17,1,4,2,3,6,9,6,21,12,12,4,8,3,7,2,3,4,3,5,2,5,7,2,8,1,2,3,7,6,3,9,22,6,11,7,25,2,1,6,8,7,17,13,3,8,4,8,6,4,12,3,6,6,1,4,3,6,2,7,11,9,16,3,27,7,4,6,6,2,4,3,13,3,8
SIMGENE0349,10,25,15,17,10,9,17,19,23,8,7,4,4,11,9,6,11,8,3,4,4,1,2,7,10,4,17,4,9,11,12,4,14,25,18,2,8,13,9,7,18,8,23,31,13,12,4,9,9,4,7,9,3,3,5,6,24,6,7,14,5,7,30,10,5,42,4,19,15,12,15,4,21,13,10,11,11,8,9,5,15,8,17,18,5,39,10,10,6,16,9,2,36,1,16,19,28,5,18,10,27,26,11,10,24,5,8,2,13,9,3,18,6,27,5,12,13,2,14,14
SIMGENE0350,9,9,18,5,4,14,16,7,1,5,14,22,3,28,29,35,5,3,8,4,9,2,13,9,26,21,21,8,15,13,3,25,5,0,0,2,3,5,9,11,4,3,5,8,11,25,18,2,14,8,12,17,10,4,16,19,3,18,8,2,2,4,6,5,12,5,5,15,8,16,30,9,27,7,8,15,4,17,5,18,6,15,19,3,4,9,2,8,4,8,10,13,9,14,25,29,9,8,22,8,21,10,3,23,6,29,1,7,8,17,14,12,8,7,30,8,2,6,10,3
SIMGENE0351,5,4,3,13,2,2,0,5,3,3,8,6,5,2,5,12,9,4,2,17,4,4,2,2,4,4,2,3,1,3,4,6,6,9,9,4,7,5,8,7,2,3,1,6,4,11,1,4,5,6,9,4,10,4,1,8,4,13,4,11,1,2,2,6,6,4,3,8,6,0,4,3,2,7,2,3,7,3,2,7,6,10,5,6,10,8,2,2,8,2,10,5,4,4,9,9,6,3,1,9,2,3,2,9,6,2,2,4,2,0,3,7,1,5,1,4,5,2,6,7
SIMGENE0352,17,5,8,2,29,30,4,7,8,13,9,15,11,3,1,8,5,51,4,12,5,27,3,13,4,4,14,1,14,15,15,5,27,1,24,10,4,11,16,8,7,11,12,15,13,2,30,12,12,18,5,49,9,14,4,4,4,11,7,14,4,13,11,2,8,1,4,17,23,10,7,9,8,2,2,1,24,3,2,4,8,7,4,18,4,8,6,3,3,7,1,9,3,23,11,12,8,2,7,17,17,16,8,7,11,11,14,2,8,9,5,4,2,13,8,6,4,6,17,17
SIMGENE0353,17,2,3,17,27,5,6,5,22,4,20,25,2,5,8,13,14,36,3,21,6,10,2,19,5,11,3,13,4,4,8,13,5,13,4,5,3,16,14,7,9,20,15,18,27,3,22,18,8,12,4,16,8,12,24,15,11,7,7,6,9,11,11,4,10,16,3,17,3,8,4,9,4,1,6,4,4,11,4,22,22,25,4,10,4,7,9,20,8,4,11,4,5,20,5,11,4,12,42,1,15,7,7,36,4,10,4,3,19,14,4,15,9,30,23,23,3,8,12,48
SIMGENE0354,1,1,3,5,3,2,2,3,5,0,1,6,6,2,4,3,1,6,6,3,10,1,17,2,4,3,5,6,7,1,6,8,7,4,20,10,15,2,10,8,1,8,6,1,1,3,4,2,2,2,1,2,4,2,3,11,10,8,5,5,6,3,2,6,0,2,4,2,6,0,1,3,4,4,3,1,4,2,4,2,2,1,4,4,4,1,2,2,3,2,4,2,1,1,1,5,4,3,0,4,5,2,3,6,2,4,4,5,10,5,3,7,4,9,7,8,1,4,1,10
SIMGENE0355,7,13,4,7,11,2,15,1,3,10,2,4,14,3,2,2,4,5,14,12,5,5,1,3,9,6,4,3,2,6,3,6,6,3,2,1,11,10,2,4,6,9,4,2,6,4,4,9,19,11,8,1,5,2,2,3,7,2,1,8,1,6,7,7,4,2,3,16,7,2,9,1,11,15,7,6,3,5,2,3,5,2,9,6,6,4,7,6,3,2,12,6,4,2,12,9,2,20,4,5,4,7,3,2,8,3,4,6,10,4,3,4,3,7,3,7,2,1,4,5
SIMGENE0356,15,6,6,12,28,6,26,14,3,3,4,16,16,1,45,1,11,2,2,3,8,15,35,4,6,13,10,3,8,20,23,10,6,7,8,5,14,23,6,8,25,8,14,24,16,0,4,4,14,7,9,9,6,13,12,12,4,17,14,9,24,6,7,7,3,0,5,1,15,4,11,6,14,7,5,8,4,12,3,2,17,27,3,36,21,18,12,8,14,3,13,39,54,5,18,11,21,40,20,26,13,15,2,5,7,19,6,16,4,5,2,4,6,15,5,1,11,7,13,13
SIMGENE0357,3,8,7,1,2,8,0,4,6,6,1,1,10,2,6,7,3,20,4,7,1,4,5,4,8,12,4,5,6,12,1,7,1,6,9,8,10,3,6,2,7,1,7,8,5,8,4,8,5,4,9,7,12,4,2,6,11,3,6,15,6,1,11,5,8,3,12,4,9,4,13,5,1,5,17,2,1,1,5,14,7,10,4,4,30,10,5,4,3,8,4,1,15,3,8,9,20,8,3,4,3,4,1,4,4,1,6,8,4,8,7,4,5,12,6,2,10,7,2,5
SIMGENE0358,4,12,12,4,6,11,4,5,9,11,1,3,2,1,6,1,6,2,6,5,13,3,20,20,19,14,2,9,12,3,3,14,12,13,7,7,10,5,5,11,3,6,7,8,12,12,7,2,14,8,5,5,3,4,4,7,17,8,3,2,7,4,20,3,6,6,4,2,1,9,3,9,1,5,8,2,16,5,4,4,4,5,8,10,9,6,17,2,5,6,3,11,9,6,11,7,10,24,11,6,7,12,14,5,3,9,1,10,3,4,2,2,5,1,3,7,4,1,4,3
SIMGENE0359,3,5,8,8,8,8,9,5,8,10,2,17,13,11,7,16,6,7,4,13,12,16,19,24,19,44,8,2,6,8,16,4,4,5,2,2,42,6,29,20,8,2,5,17,6,1,11,5,12,2,19,14,15,5,11,7,9,19,3,5,6,3,6,5,10,2,4,3,11,9,13,5,13,6,6,6,5,8,6,12,5,2,2,3,10,2,11,16,32,2,15,1,10,1,6,6,5,2,17,10,4,21,2,7,11,3,4,7,2,11,24,11,23,9,3,5,10,1,1,12
SIMGENE0360,17,14,2,4,10,4,11,8,5,26,20,7,7,6,19,4,1,23,9,6,24,26,11,2,2,6,1,2,10,14,2,1,8,10,12,8,20,3,10,4,9,39,22,9,9,3,19,8,8,5,3,11,11,3,28,8,4,14,5,4,15,18,20,19,35,10,11,6,14,7,11,7,18,10,11,24,14,16,14,41,21,3,8,11,14,8,12,11,4,42,12,8,13,7,3,1,18,21,16,6,6,19,3,5,13,9,13,7,3,7,10,8,5,1,2,17,6,8,9,5
SIMGENE0361,3,15,1,12,2,4,9,3,5,1,4,2,8,7,7,8,8,9,3,5,1,1,3,3,5,1,3,1,7,2,5,6,8,1,3,4,4,4,18,5,3,1,9,2,6,3,7,3,10,6,11,6,0,1,1,8,8,9,8,13,3,2,5,1,3,3,2,4,1,7,0,4,2,1,5,5,4,3,2,1,1,3,2,5,1,2,4,2,4,3,4,3,3,5,2,5,3,1,7,1,9,1,4,5,1,2,3,4,3,7,10,2,3,4,2,6,1,3,4,9
SIMGENE0362,19,13,11,3,4,9,1,4,4,1,11,0,3,3,6,3,12,10,2,2,21,11,4,15,10,15,16,16,5,3,15,33,18,15,25,8,7,6,17,10,6,4,7,1,4,26,26,3,3,26,9,21,13,3,11,9,4,6,2,11,26,6,18,10,33,6,7,13,12,6,14,15,5,11,2,12,6,16,1,30,2,15,30,10,34,12,6,13,4,5,6,9,16,4,35,22,5,6,25,3,7,24,13,3,3,2,20,13,15,4,4,5,10,7,4,10,2,4,3,5
SIMGENE0363,14,7,12,9,4,3,22,12,4,32,13,5,14,7,16,30,12,6,19,10,17,7,6,24,13,8,16,5,7,6,15,11,6,18,13,4,6,1,13,4,3,3,15,1,18,11,5,4,8,3,5,21,13,14,13,22,15,3,8,23,8,2,13,1,4,13,8,4,7,1,35,14,10,14,14,10,7,18,9,7,8,6,7,16,20,25,11,18,12,31,20,9,4,22,14,58,34,23,36,5,30,23,5,23,16,16,9,23,4,3,28,17,6,18,3,7,8,3,42,20
SIMGENE0364,1,2,4,8,6,4,20,15,11,7,1,12,9,17,14,0,14,7,13,8,10,25,10,11,16,9,11,7,9,9,13,3,6,7,3,16,12,9,6,2,9,16,1,0,7,3,8,15,13,28,19,8,8,5,4,10,6,8,4,13,10,10,5,29,26,18,11,3,8,3,4,9,4,9,13,10,18,9,4,8,17,17,12,3,4,6,11,4,21,2,11,14,7,6,17,5,6,6,25,2,12,9,11,19,13,3,1,15,6,4,7,10,12,9,10,22,1,7,3,24
SIMGENE0365,1,1,1,4,2,1,0,2,0,1,3,14,1,2,3,4,2,5,5,1,5,1,2,3,1,1,1,2,4,1,1,2,4,2,2,0,2,1,2,2,3,2,1,3,3,3,4,1,4,10,1,1,3,4,4,4,4,0,4,4,2,2,2,1,1,3,0,2,4,1,0,1,5,1,2,1,2,2,3,0,3,2,1,1,2,2,3,2,1,2,3,2,1,2,4,0,1,0,4,2,0,2,2,8,2,1,1,4,1,1,0,1,1,5,1,6,3,3,3,3
SIMGENE0366,2,1,3,1,1,0,0,13,1,8,2,12,1,10,2,7,4,4,2,5,2,9,6,1,3,4,5,4,5,1,1,3,3,2,1,2,7,4,3,5,2,2,2,6,5,4,4,4,2,3,5,5,7,0,5,2,5,2,1,5,3,2,5,1,2,2,8,7,1,3,3,2,10,1,1,3,3,6,1,2,4,3,3,1,13,4,1,1,4,6,2,1,1,3,4,6,0,5,3,5,6,4,5,4,5,3,5,4,1,0,1,9,4,8,4,8,2,5,4,3
SIMGENE0367,2,1,5,4,10,1,3,10,8,8,16,10,2,9,1,5,4,5,9,2,10,3,9,14,18,14,7,25,7,17,11,27,3,8,22,36,7,37,22,16,7,19,3,6,5,14,4,17,9,2,8,2,8,5,19,27,12,15,7,8,5,3,4,6,3,2,4,8,4,8,2,4,4,2,3,10,6,19,5,12,13,18,4,21,8,16,9,4,3,10,26,9,11,15,16,31,15,4,13,25,13,29,6,2,30,11,15,8,9,10,4,17,5,14,4,4,16,12,49,10
SIMGENE0368,1,3,5,4,9,5,5,5,1,5,1,4,5,5,2,1,5,3,1,4,5,5,14,3,10,7,2,9,6,3,21,2,2,6,4,10,1,2,11,7,2,14,8,4,13,1,2,1,3,4,6,8,5,13,2,5,1,2,4,6,5,0,3,4,11,9,23,1,2,12,6,8,5,14,29,9,8,3,11,4,2,8,2,2,14,7,7,5,8,9,3,5,3,8,3,5,2,2,1,4,10,9,6,8,10,5,2,10,2,2,2,10,5,6,2,7,6,9,5,5
SIMGENE0369,3,16,3,6,16,5,14,1,14,7,4,14,10,13,11,5,1,24,2,3,6,0,8,6,4,5,13,10,2,3,14,4,8,4,10,5,8,3,3,3,14,8,15,4,1,4,2,2,2,2,9,9,10,4,1,3,7,5,4,4,8,13,3,12,2,7,9,4,34,5,10,10,2,4,1,3,6,3,1,4,4,10,10,4,10,3,3,7,2,8,5,3,17,2,11,8,10,7,1,9,2,1,3,1,7,11,3,1,0,11,3,7,10,13,1,2,4,3,6,6
SIMGENE0370,6,5,7,5,4,1,7,8,3,10,2,6,2,4,1,4,3,1,1,3,8,9,7,2,7,13,3,5,3,7,4,2,2,7,2,2,6,7,1,8,3,22,5,7,7,6,5,3,4,10,9,15,9,10,11,14,3,11,1,9,7,5,9,8,3,5,10,3,9,5,1,7,10,8,4,6,11,6,5,7,8,7,11,2,8,3,10,2,6,10,0,4,11,2,9,14,3,4,6,12,4,10,0,3,3,3,3,5,2,7,2,4,8,5,14,3,6,1,1,6
SIMGENE0371,4,10,17,1,8,12,5,3,15,14,11,21,10,4,4,9,5,7,10,8,4,15,12,5,2,1,3,4,12,7,10,11,9,3,2,14,7,30,3,6,4,16,7,6,3,2,9,18,14,7,4,5,7,8,36,6,3,5,6,12,4,11,9,3,6,1,6,7,6,1,0,6,8,6,3,6,3,2,7,21,11,3,10,7,12,6,4,1,7,8,3,5,8,6,10,5,1,4,5,39,6,14,2,2,2,1,6,5,27,3,6,6,7,14,12,11,7,4,9,7
SIMGENE0372,7,5,1,3,7,5,6,4,0,3,1,2,1,4,2,6,2,5,6,5,1,1,1,6,4,5,8,11,3,3,5,2,23,1,4,4,2,7,6,4,9,2,2,3,1,4,1,8,4,0,2,2,3,2,2,2,0,3,2,1,8,5,1,5,4,0,4,12,5,7,3,5,11,5,2,3,1,2,10,6,10,10,11,22,10,6,10,11,4,11,6,12,9,4,5,1,12,5,11,6,6,11,2,4,2,1,1,5,2,7,4,7,3,3,1,3,1,10,2,4
SIMGENE0373,5,6,11,6,5,12,7,1,19,3,9,3,6,5,2,14,1,26,5,8,10,5,7,4,5,3,5,2,3,2,10,10,6,11,16,8,2,4,2,10,8,3,4,6,9,24,13,12,3,2,4,2,5,3,3,5,1,17,1,5,2,0,11,5,20,6,15,9,4,4,2,26,16,9,13,7,11,15,19,3,2,5,37,22,11,4,17,5,2,5,12,23,9,18,9,7,4,24,12,7,14,10,18,4,10,17,17,13,6,2,14,10,4,9,5,5,8,6,5,5
SIMGENE0374,1,6,4,3,4,1,2,1,4,0,4,4,3,3,3,1,4,3,3,2,6,4,5,5,3,0,3,3,3,7,3,8,3,2,5,2,7,2,8,2,7,8,3,1,8,5,1,5,5,4,1,3,5,7,1,4,3,13,1,1,10,8,5,4,9,2,6,0,5,5,1,2,8,2,4,3,2,2,1,5,4,4,3,4,4,4,5,5,6,1,5,3,1,2,0,1,10,2,3,4,5,6,2,5,4,2,7,3,1,8,1,6,2,5,4,6,0,8,1,7
SIMGENE0375,13,29,11,3,6,5,8,7,44,13,3,11,11,2,18,4,9,10,9,18,33,2,21,6,3,8,0,4,1,2,8,10,11,6,3,3,2,3,4,7,23,14,6,11,16,5,3,10,39,8,13,19,41,9,14,8,2,10,13,11,11,7,2,11,18,15,3,6,16,13,11,9,13,12,22,15,16,17,5,36,18,4,1,5,2,9,6,8,11,3,7,9,4,11,4,2,3,10,6,5,3,13,7,8,17,21,7,3,9,12,52,16,11,5,12,15,30,19,5,29
SIMGENE0376,8,6,2,3,3,10,12,3,4,9,7,12,2,2,16,13,3,2,2,2,6,1,12,17,8,2,5,5,9,5,7,3,10,5,11,4,8,2,7,3,8,8,3,6,1,5,5,3,4,3,4,1,1,2,13,8,3,2,12,0,5,2,1,4,1,5,1,5,2,5,1,2,5,5,3,13,2,3,3,13,5,1,7,3,9,2,3,3,2,3,2,4,4,3,3,4,3,6,3,10,1,3,2,2,5,5,3,3,2,6,5,11,2,5,3,4,3,5,5,4
SIMGENE0377,2,6,9,5,4,10,35,5,27,10,8,25,3,16,7,28,19,9,33,13,13,2,17,5,6,8,31,0,12,3,12,4,19,12,3,2,15,33,2,4,11,36,11,17,19,8,7,3,7,25,21,18,8,3,4,13,26,17,5,13,6,9,23,14,9,8,2,2,18,5,29,13,24,16,3,23,17,18,16,20,2,13,26,1,5,23,11,38,5,18,11,12,6,9,20,6,5,21,1,12,4,10,4,15,15,15,8,16,23,9,15,0,3,14,3,2,12,4,4,8
SIMGENE0378,1,1,7,2,8,12,5,6,8,8,3,1,7,5,2,10,3,1,2,6,4,5,16,9,1,4,4,7,6,1,22,17,10,3,6,16,5,17,3,7,5,14,8,12,2,9,1,11,6,14,4,4,4,2,14,10,2,6,2,8,2,5,1,4,2,24,4,7,1,6,8,1,2,2,4,2,3,2,4,8,2,2,3,8,4,34,11,11,9,10,11,4,3,3,14,10,5,2,8,4,4,5,2,3,2,5,2,6,9,7,5,7,3,12,6,11,17,0,8,11
SIMGENE0379,4,15,4,4,11,9,4,11,22,3,2,2,9,1,6,12,2,6,14,4,7,11,5,3,6,3,4,4,10,4,5,4,3,2,3,4,2,14,7,4,6,11,5,9,7,5,2,7,6,4,6,23,10,2,7,7,12,11,11,5,6,5,3,11,4,10,0,3,14,1,4,28,2,7,5,7,9,9,1,7,13,1,7,8,8,9,16,10,12,5,14,22,7,11,5,4,13,6,6,1,10,5,14,12,17,7,6,11,5,2,7,13,19,6,13,10,5,5,7,8
SIMGENE0380,1,5,4,3,5,2,3,8,1,3,3,2,4,2,3,4,3,7,3,7,2,2,3,2,1,3,1,1,5,4,3,0,3,5,7,2,2,4,7,6,3,6,2,2,2,3,2,1,2,2,2,3,8,3,1,0,5,6,2,4,2,3,4,4,5,0,4,1,2,0,1,1,2,3,4,1,0,1,1,1,3,0,1,3,3,3,4,2,2,4,0,3,4,4,3,2,5,5,4,10,1,5,5,3,2,1,3,3,0,1,0,4,1,0,1,1,4,2,2,3
SIMGENE0381,3,6,8,4,10,2,6,1,5,1,3,2,4,7,10,4,2,2,3,9,4,2,11,5,1,4,3,2,1,2,4,4,3,6,7,5,1,2,5,5,1,3,4,4,2,1,4,2,2,1,3,2,2,2,2,1,1,1,8,3,1,4,1,5,10,6,6,4,6,1,2,7,3,1,6,6,3,8,2,6,3,7,1,5,1,4,3,3,12,0,2,2,6,3,1,3,4,1,6,3,11,1,3,4,5,5,2,2,1,7,3,0,2,11,5,3,2,8,4,1
SIMGENE0382,4,5,11,4,6,3,9,13,5,4,3,1,4,4,2,5,3,3,13,12,3,1,5,9,5,4,6,7,1,22,1,8,12,3,3,2,14,7,5,6,21,10,15,14,4,13,5,9,8,18,10,14,1,10,10,4,7,5,3,4,4,19,35,25,12,1,7,4,14,6,5,23,5,1,12,9,11,10,6,22,6,11,12,23,10,13,8,9,6,16,11,2,10,14,14,16,24,23,9,8,7,3,2,5,15,5,3,9,1,8,4,4,1,3,3,2,6,10,3,1
SIMGENE0383,2,1,1,1,4,3,1,1,1,3,1,1,0,0,0,1,1,1,3,3,2,1,1,0,1,0,1,3,1,1,1,4,1,2,2,1,1,1,0,3,2,2,0,0,0,2,2,2,0,2,0,1,1,1,1,0,1,2,1,0,2,2,1,3,2,0,1,1,1,1,1,1,1,1,1,1,3,1,0,4,1,2,2,0,1,1,4,1,1,2,2,0,1,2,1,1,1,0,2,2,0,2,1,1,3,1,3,1,1,1,3,2,1,0,1,2,0,1,0,2
SIMGENE0384,9,9,16,2,5,13,27,1,13,9,28,22,3,15,7,21,10,30,8,20,10,15,14,18,12,9,24,14,9,11,17,23,10,10,48,6,42,9,2,1,15,10,8,16,17,2,2,7,1,10,11,4,11,3,9,9,9,4,12,1,8,16,6,5,2,4,2,15,8,7,2,15,15,4,15,2,28,16,5,8,6,3,2,9,3,6,11,14,13,11,16,14,8,28,21,19,7,0,7,24,30,2,3,24,34,8,9,11,8,7,12,7,1,9,16,21,9,5,18,10
SIMGENE0385,4,1,2,5,2,3,3,4,1,3,1,1,3,3,2,2,3,1,2,4,1,2,6,1,5,1,1,4,1,0,2,3,1,1,2,3,6,3,4,3,2,4,2,8,4,3,4,6,8,1,3,2,2,2,2,2,7,1,5,1,1,3,4,4,0,2,6,1,1,1,8,2,3,2,1,4,2,3,3,1,0,1,4,2,2,1,4,2,3,3,3,5,2,1,1,2,5,6,2,2,2,6,6,6,10,4,2,1,5,4,1,1,2,6,0,1,8,1,5,8
SIMGENE0386,26,19,12,0,5,7,7,27,13,5,18,18,5,2,13,6,13,2,7,7,13,6,4,5,4,16,7,9,12,23,10,21,3,9,7,7,24,17,12,6,3,9,6,6,3,9,1,2,16,5,4,13,3,4,8,5,17,7,2,6,14,10,2,9,13,12,1,14,2,4,4,24,8,10,29,10,22,4,34,7,16,38,15,4,22,10,2,14,32,6,14,35,7,7,6,7,2,12,4,6,16,12,9,11,8,18,13,4,10,4,5,8,3,3,2,11,8,14,2,14
SIMGENE0387,6,2,5,2,5,5,2,8,3,2,9,3,8,3,3,1,7,15,0,8,2,3,8,4,4,3,6,6,3,7,3,2,4,2,4,2,2,1,3,2,2,4,2,4,2,7,17,6,6,4,2,5,1,2,3,3,2,5,4,4,3,1,5,1,1,2,5,5,3,4,0,2,1,3,2,1,6,3,1,3,4,11,2,1,3,4,2,5,0,7,2,7,5,4,4,2,2,2,6,2,2,9,0,2,2,1,1,2,0,2,2,1,1,2,3,1,4,2,3,11
SIMGENE0388,9,18,12,38,8,20,7,19,33,28,9,66,8,4,6,7,20,20,22,13,6,5,10,16,5,18,11,6,21,3,20,20,7,19,7,3,9,20,21,1,3,31,24,21,26,16,13,31,9,11,10,34,8,51,16,12,9,10,11,20,20,5,12,12,12,13,14,6,3,13,20,6,30,16,3,9,1,2,19,6,12,5,13,4,2,10,7,13,13,10,7,4,10,2,5,18,2,3,6,12,15,20,3,30,24,1,5,6,3,23,4,14,9,7,10,6,7,34,1,2
SIMGENE0389,4,2,7,7,2,13,5,7,4,2,3,5,8,4,5,4,8,1,6,4,14,8,12,4,10,12,32,6,7,11,4,7,6,4,3,3,4,22,10,10,8,5,5,8,8,3,5,11,4,0,7,4,5,10,11,16,14,2,17,17,6,21,7,7,3,4,6,8,11,3,2,16,1,4,7,1,1,7,12,3,6,7,8,13,9,15,2,2,12,5,3,6,16,7,11,9,22,9,1,9,14,3,2,4,2,7,9,4,4,3,11,11,9,19,14,4,6,3,9,9
SIMGENE0390,9,9,4,5,6,6,23,2,9,3,9,13,25,14,14,7,6,19,16,17,8,14,9,5,36,20,6,9,10,6,8,4,3,23,2,8,10,3,12,2,9,3,17,6,5,37,9,7,5,9,12,10,15,14,8,2,2,9,2,3,10,18,29,3,26,2,21,24,13,9,6,7,20,33,14,11,5,23,7,5,7,1,5,7,7,9,27,35,28,9,9,10,16,10,8,12,14,10,17,2,15,12,3,6,1,18,0,6,21,5,9,7,1,7,3,8,17,2,2,9
SIMGENE0391,4,6,8,1,2,4,5,4,4,8,2,3,4,14,11,2,3,16,8,18,4,6,6,5,5,6,11,7,3,2,7,4,5,1,6,5,6,7,8,9,4,3,4,7,5,1,2,7,4,10,10,5,5,4,13,2,8,5,9,2,6,3,1,11,4,6,7,7,2,3,7,3,4,2,4,10,8,6,4,1,7,8,5,5,2,10,7,4,18,7,2,13,9,12,9,2,5,6,4,6,3,13,3,6,4,10,14,14,6,3,2,1,3,4,7,1,1,7,13,1
SIMGENE0392,12,12,21,1,15,18,6,3,14,9,10,8,8,8,7,5,7,1,5,1,2,6,5,2,2,5,13,2,4,3,1,7,11,4,9,5,11,11,8,3,5,5,5,1,8,11,6,2,5,9,3,10,3,8,3,4,8,11,7,7,6,10,5,2,7,6,6,4,17,3,2,10,3,1,13,6,5,7,5,8,1,3,3,3,19,8,6,1,8,8,7,2,3,8,2,4,13,8,7,5,3,11,13,17,24,9,8,12,5,11,4,3,2,2,7,4,1,1,15,2
SIMGENE0393,2,1,4,5,18,5,1,6,4,1,4,2,1,2,5,6,2,1,3,5,11,6,12,12,13,2,14,1,4,7,20,2,9,3,3,4,13,10,22,6,4,18,7,3,2,9,7,7,22,13,4,10,6,9,12,21,7,5,16,18,20,19,26,18,3,13,3,10,8,11,14,14,11,14,8,3,14,2,12,1,4,1,5,5,5,3,15,10,4,2,3,6,8,5,3,8,4,7,5,8,21,26,11,14,7,4,1,13,9,10,3,14,25,4,10,17,7,7,8,5
SIMGENE0394,26,2,15,8,11,3,20,10,2,4,6,21,10,31,20,16,14,12,16,22,26,13,3,30,18,11,11,1,9,5,0,8,28,6,6,2,8,2,7,18,7,4,8,3,6,6,12,8,3,1,13,0,7,13,3,11,5,4,1,14,3,14,5,22,5,11,6,6,1,6,7,21,7,21,2,12,4,4,5,9,8,20,12,7,8,11,11,19,14,1,4,20,3,5,4,9,6,14,2,7,3,2,3,6,11,26,13,8,7,2,5,7,6,10,5,8,10,22,9,5
SIMGENE0395,4,8,4,4,1,7,5,1,2,12,1,2,0,7,3,4,6,10,5,1,34,4,3,3,5,1,11,5,2,10,4,9,4,3,7,14,8,4,6,9,4,2,5,4,5,9,8,5,16,3,10,6,4,3,6,1,0,3,3,4,19,9,4,5,3,3,5,4,3,8,2,1,1,2,1,0,17,3,4,4,3,7,6,1,0,3,7,2,5,0,3,4,1,6,3,3,3,1,1,6,1,10,7,5,8,5,2,1,2,4,4,2,11,10,2,5,8,3,1,4
